message,category,label_subtype,contains_link,sender_trust_score,link_reputation_score,language_type,ai_generated_score
ऋण स्वीकृत! ₹25000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.22,1.0,Hindi,0.79
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ನಲ್ಲಿ 5% ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್,promo,general_promo,0,0.8,1.0,Kannada,0.32
Free ho toh call karna,ham,personal,0,0.8,1.0,Hinglish,0.14
ಲೋನ್ ಅನುಮೋದಿತ! ₹25000 ಸಿಗುತ್ತಿದೆ. ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ. YES ಉತ್ತರಿಸಿ,spam,general_spam,0,0.21,1.0,Kannada,0.71
जल्दी! आपका ICICI खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.29,0.13,Hindi,0.75
Kal meeting ka mat bhoolna. Time 3:15,ham,personal,0,0.93,1.0,Hinglish,0.26
Free ho toh call karna,ham,personal,0,0.95,1.0,Hinglish,0.16
Did you finish the presentation?,ham,personal,0,0.87,1.0,English,0.19
जल्दी! आपका SBI खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.23,0.09,Hindi,1.0
Sarkari yojana: ₹50000 har mahine. YES bhejo,spam,general_spam,0,0.29,1.0,Hinglish,0.78
Kal meeting ka mat bhoolna. Time 4:26,ham,personal,0,0.92,1.0,Hinglish,0.2
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.27,0.11,English,0.85
Alert: Aapke account mein suspicious activity. Call +91-7731681092,spam,financial_scams,0,0.12,1.0,Hinglish,0.83
क्रेडिट कार्ड पर 5% कैशबैक,promo,general_promo,0,0.69,1.0,Hindi,0.54
Bank error: Extra ₹50000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.23,0.14,English,0.82
Doctor appointment confirmed for 11:31,ham,service_updates,0,0.99,1.0,English,0.07
FLASH SALE: 60% OFF on smartphone. Shop now: http://secure-site.com,promo,promotional_offers,1,0.58,0.81,English,0.37
Aaj flight kab hai?,ham,personal,0,0.92,1.0,Hinglish,0.28
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.07,0.1,English,0.79
Credit card par 10% cashback,promo,general_promo,0,0.69,1.0,Hinglish,0.48
Your number won MacBook. Click to claim: http://phish-site.com,spam,prize_scams,1,0.29,0.1,English,0.84
"ಹೇ, ನಾಳೆ dinner ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.87,1.0,Kannada,0.04
Work from home: Earn ₹25000 daily. No experience. Reply YES,spam,general_spam,0,0.12,1.0,English,0.71
Your Amazon Prime subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.09,0.15,English,0.76
Special offer: smartphone at 20% discount,promo,promotional_offers,0,0.71,1.0,English,0.59
Aaj meeting kab hai?,ham,personal,0,0.96,1.0,Hinglish,0.16
Doctor appointment confirmed for 3:35,ham,service_updates,0,0.82,1.0,English,0.04
URGENT: Your HDFC account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.04,0.16,English,0.92
Free shipping on orders above ₹5000,promo,general_promo,0,0.54,1.0,English,0.44
Government scheme: Get ₹10000 monthly. Send YES,spam,general_spam,0,0.18,1.0,English,0.98
विशेष ऑफर: 40% छूट,promo,general_promo,0,0.61,1.0,Hindi,0.56
बधाई! आपने iPhone 15 जीता। दावा करें: http://phish-site.com,spam,general_spam,1,0.04,0.07,Hindi,0.82
Free ho toh call karna,ham,personal,0,0.96,1.0,Hinglish,0.12
Badhai ho! Aap jeete MacBook. Claim: http://phish-site.com,spam,general_spam,1,0.18,0.07,Hinglish,0.93
Aapka Amazon Prime subscription jald khatam. Renew karo,promo,service_updates,0,0.61,1.0,Hinglish,0.45
फ्री हो तो कॉल करना,ham,personal,0,0.98,1.0,Hindi,0.28
Credit card par 10% cashback,promo,general_promo,0,0.73,1.0,Hinglish,0.53
Aapka Spotify subscription jald khatam. Renew karo,promo,service_updates,0,0.78,1.0,Hinglish,0.4
Kal lunch ka mat bhoolna. Time 11:55,ham,personal,0,0.81,1.0,Hinglish,0.25
Special offer: 60% discount,promo,promotional_offers,0,0.55,1.0,Hinglish,0.47
"ಹೇ, ನಾಳೆ lunch ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.95,1.0,Kannada,0.02
ನಾಳೆ lunch ಮರೆಯಬೇಡಿ. ಸಮಯ 11:01,ham,personal,0,0.96,1.0,Kannada,0.17
कल lunch का मत भूलना। समय 3:32,ham,personal,0,0.85,1.0,Hindi,0.09
Loan approve! ₹50000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.21,1.0,Hinglish,0.88
Exclusive deal for you: 70% off,promo,general_promo,0,0.61,1.0,English,0.52
Tax refund of ₹25000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.28,0.01,English,0.7
You are selected for ₹50000 cash prize. Call +91-8483421621,spam,prize_scams,0,0.14,1.0,English,0.92
Doctor appointment confirmed for 9:06,ham,service_updates,0,0.82,1.0,English,0.18
"बधाई! आपने ₹50,000 जीता। दावा करें: http://phish-site.com",spam,general_spam,1,0.18,0.04,Hindi,0.79
विशेष ऑफर: 50% छूट,promo,general_promo,0,0.56,1.0,Hindi,0.49
फ्लैश सेल! watch पर 30% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.58,0.82,Hindi,0.43
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.28,0.06,English,0.99
Limited time: 1 kharido 1 free. Code SAVE11,promo,general_promo,0,0.67,1.0,Hinglish,0.53
Free ho toh call karna,ham,personal,0,0.8,1.0,Hinglish,0.04
Loan approved! Get ₹50000 instantly. No documents. Reply YES,spam,financial_scams,0,0.18,1.0,English,0.88
Special offer: 60% discount,promo,promotional_offers,0,0.78,1.0,Hinglish,0.41
"32 minute late, traffic mein",ham,personal,0,0.97,1.0,Hinglish,0.03
Aaj flight kab hai?,ham,personal,0,0.97,1.0,Hinglish,0.26
ऋण स्वीकृत! ₹50000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.3,1.0,Hindi,0.84
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.03,0.07,English,0.92
Exclusive deal for you: 50% off,promo,general_promo,0,0.69,1.0,English,0.48
Call me when you're free,ham,personal,0,0.83,1.0,English,0.03
URGENT: Your HDFC account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.02,0.11,English,0.87
You are selected for ₹5000 cash prize. Call +91-7101930705,spam,prize_scams,0,0.28,1.0,English,0.91
"Running 36 minutes late, stuck in traffic",ham,personal,0,0.9,1.0,English,0.17
Meeting rescheduled to 2:55,ham,personal,0,0.95,1.0,English,0.18
CONGRATULATIONS! You won car. Claim: http://phish-site.com,spam,prize_scams,1,0.12,0.19,English,0.87
Jaldi! Aapka HDFC account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.2,0.18,Hinglish,0.8
Limited time: 1 kharido 1 free. Code SAVE19,promo,general_promo,0,0.57,1.0,Hinglish,0.36
कल lunch का मत भूलना। समय 10:39,ham,personal,0,0.98,1.0,Hindi,0.17
Your UPI will be deactivated. Verify now: http://phish-site.com,spam,phishing_scams,1,0.05,0.17,English,0.88
New headphones collection launched! Use code SAVE11,promo,general_promo,0,0.76,1.0,English,0.33
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.82,1.0,English,0.23
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.9,1.0,English,0.04
Seasonal sale: Prices slashed by 30%,promo,promotional_offers,0,0.64,1.0,English,0.58
"24 ನಿಮಿಷ ತಡವಾಗಿ, ಟ್ರಾಫಿಕ್ನಲ್ಲಿ",ham,personal,0,0.93,1.0,Kannada,0.22
ಉಚಿತವಾಗಿದ್ದರೆ ಕರೆ ಮಾಡಿ,ham,personal,0,0.94,1.0,Kannada,0.05
Birthday treat: 70% off for you!,promo,general_promo,0,0.74,1.0,English,0.41
Seasonal sale: Prices slashed by 40%,promo,promotional_offers,0,0.69,1.0,English,0.43
Jaldi! Aapka SBI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.09,0.02,Hinglish,0.7
Thanks for your help with work,ham,personal,0,0.94,1.0,English,0.02
Aapka Spotify subscription jald khatam. Renew karo,promo,service_updates,0,0.69,1.0,Hinglish,0.58
ಅಭಿನಂದನೆಗಳು! ನೀವು MacBook ಗೆದ್ದಿದ್ದೀರಿ. ಕ್ಲೈಮ್: http://phish-site.com,spam,general_spam,1,0.24,0.0,Kannada,0.94
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.05,0.07,English,0.78
"Hey, kal lunch ke liye mil rahe? Time batao",ham,personal,0,0.93,1.0,Hinglish,0.22
New laptop collection launched! Use code SAVE38,promo,general_promo,0,0.57,1.0,English,0.48
FLASH SALE: 70% OFF on watch. Shop now: http://secure-site.com,promo,promotional_offers,1,0.69,0.71,English,0.58
Kal dinner ka mat bhoolna. Time 2:13,ham,personal,0,0.92,1.0,Hinglish,0.26
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹10000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.24,1.0,Kannada,0.79
See you at office,ham,personal,0,0.96,1.0,English,0.21
Free ho toh call karna,ham,personal,0,0.82,1.0,Hinglish,0.04
Loan approve! ₹50000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.22,1.0,Hinglish,0.87
URGENT: Your SBI account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.18,0.13,English,0.73
New watch collection launched! Use code SAVE36,promo,general_promo,0,0.76,1.0,English,0.6
Meeting rescheduled to 9:17,ham,personal,0,0.93,1.0,English,0.09
ಇಂದು meeting ಯಾವಾಗ?,ham,personal,0,0.9,1.0,Kannada,0.12
फ्री हो तो कॉल करना,ham,personal,0,0.86,1.0,Hindi,0.29
Refer a friend & get ₹50000 off,promo,general_promo,0,0.79,1.0,English,0.52
"Hey, kal dinner ke liye mil rahe? Time batao",ham,personal,0,0.92,1.0,Hinglish,0.23
विशेष ऑफर: 70% छूट,promo,general_promo,0,0.77,1.0,Hindi,0.42
"Badhai ho! Aap jeete ₹50,000. Claim: http://phish-site.com",spam,general_spam,1,0.14,0.01,Hinglish,0.95
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.09,0.02,English,0.95
क्रेडिट कार्ड पर 5% कैशबैक,promo,general_promo,0,0.7,1.0,Hindi,0.5
Your number won MacBook. Click to claim: http://phish-site.com,spam,prize_scams,1,0.1,0.18,English,0.99
Jaldi! Aapka ICICI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.06,0.14,Hinglish,0.71
Free shipping on orders above ₹25000,promo,general_promo,0,0.74,1.0,English,0.47
Loan approved! Get ₹10000 instantly. No documents. Reply YES,spam,financial_scams,0,0.18,1.0,English,0.78
Thanks for your help with work,ham,personal,0,0.98,1.0,English,0.2
What time is your appointment?,ham,service_updates,0,0.94,1.0,English,0.27
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE17,promo,general_promo,0,0.68,1.0,Hindi,0.32
You are selected for ₹50000 cash prize. Call +91-8820525767,spam,prize_scams,0,0.25,1.0,English,0.87
Store se bread le aana,ham,personal,0,0.97,1.0,Hinglish,0.13
Jaldi! Aapka SBI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.06,0.05,Hinglish,0.79
Special offer: 30% discount,promo,promotional_offers,0,0.51,1.0,Hinglish,0.34
Exclusive deal for you: 40% off,promo,general_promo,0,0.79,1.0,English,0.46
ಫ್ಲಾಶ್ ಸೇಲ್! laptop ನಲ್ಲಿ 60% ರಿಯಾಯಿತಿ. ಶಾಪಿಂಗ್: http://secure-site.com,promo,general_promo,1,0.71,0.86,Kannada,0.33
Your OTP is 144308. Do not share,ham,service_updates,0,0.9,1.0,English,0.05
कल meeting का मत भूलना। समय 3:50,ham,personal,0,0.91,1.0,Hindi,0.07
Limited time: Buy 1 Get 1 Free on electronics. Code: SAVE15,promo,general_promo,0,0.6,1.0,English,0.32
Can you pick up medicine from the store?,ham,personal,0,0.9,1.0,English,0.01
Government scheme: Get ₹5000 monthly. Send YES,spam,general_spam,0,0.06,1.0,English,0.79
Your Spotify subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.3,0.05,English,0.98
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.88,1.0,English,0.2
What time is your meeting?,ham,personal,0,0.92,1.0,English,0.13
"Hey, are we meeting for meeting today? Let me know",ham,personal,0,0.95,1.0,English,0.05
ಸ್ಟೋರ್ನಿಂದ milk ತೆಗೆದುಕೊಳ್ಳಿ,ham,personal,0,0.89,1.0,Kannada,0.14
फ्री हो तो कॉल करना,ham,personal,0,0.91,1.0,Hindi,0.23
Loan approve! ₹25000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.13,1.0,Hinglish,0.73
फ्लैश सेल! headphones पर 40% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.73,0.81,Hindi,0.37
Can you pick up bread from the store?,ham,personal,0,0.86,1.0,English,0.26
Tax refund of ₹25000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.14,0.02,English,0.83
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.27,0.14,English,0.85
Get 10% cashback on credit card spends,promo,general_promo,0,0.65,1.0,English,0.46
"ಹೇ, ನಾಳೆ dinner ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.82,1.0,Kannada,0.28
"15 ನಿಮಿಷ ತಡವಾಗಿ, ಟ್ರಾಫಿಕ್ನಲ್ಲಿ",ham,personal,0,0.86,1.0,Kannada,0.13
Your Spotify subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.16,0.11,English,0.98
Package will be delivered today between 8-1,ham,personal,0,0.94,1.0,English,0.23
Seasonal sale: Prices slashed by 60%,promo,promotional_offers,0,0.56,1.0,English,0.54
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹50000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.29,1.0,Kannada,0.99
Working from home today,ham,personal,0,0.88,1.0,English,0.06
Working from home today,ham,personal,0,0.85,1.0,English,0.25
Limited time: Buy 1 Get 1 Free on fashion. Code: SAVE14,promo,general_promo,0,0.73,1.0,English,0.4
"CONGRATULATIONS! You won ₹50,000. Claim: http://phish-site.com",spam,prize_scams,1,0.13,0.05,English,0.77
Birthday treat: 50% off for you!,promo,general_promo,0,0.65,1.0,English,0.53
"Running 28 minutes late, stuck in traffic",ham,personal,0,0.86,1.0,English,0.2
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-9955329453,spam,general_spam,0,0.26,1.0,Hindi,0.73
Jaldi! Aapka ICICI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.12,0.13,Hinglish,0.84
Birthday treat: 30% off for you!,promo,general_promo,0,0.66,1.0,English,0.42
Doctor appointment confirmed for 4:51,ham,service_updates,0,0.83,1.0,English,0.15
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.88,1.0,English,0.19
Doctor appointment confirmed for 11:32,ham,service_updates,0,0.97,1.0,English,0.11
"Running 43 minutes late, stuck in traffic",ham,personal,0,0.96,1.0,English,0.07
स्टोर से medicine ले आना,ham,personal,0,0.94,1.0,Hindi,0.22
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.18,0.02,English,0.87
Sarkari yojana: ₹10000 har mahine. YES bhejo,spam,general_spam,0,0.15,1.0,Hinglish,0.76
Clearance sale: Limited stock available,promo,promotional_offers,0,0.67,1.0,English,0.46
ಲೋನ್ ಅನುಮೋದಿತ! ₹10000 ಸಿಗುತ್ತಿದೆ. ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ. YES ಉತ್ತರಿಸಿ,spam,general_spam,0,0.06,1.0,Kannada,0.91
कल lunch का मत भूलना। समय 10:47,ham,personal,0,0.86,1.0,Hindi,0.26
Can you pick up medicine from the store?,ham,personal,0,0.87,1.0,English,0.19
Sarkari yojana: ₹10000 har mahine. YES bhejo,spam,general_spam,0,0.22,1.0,Hinglish,0.93
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.9,1.0,English,0.14
Your number won car. Click to claim: http://phish-site.com,spam,prize_scams,1,0.11,0.19,English,0.96
ವಿಶೇಷ ಆಫರ್: 50% ರಿಯಾಯಿತಿ,promo,general_promo,0,0.57,1.0,Kannada,0.33
Sarkari yojana: ₹25000 har mahine. YES bhejo,spam,general_spam,0,0.1,1.0,Hinglish,0.8
Your OTP is 463966. Do not share,ham,service_updates,0,0.94,1.0,English,0.13
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹25000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.17,1.0,Kannada,0.83
Your OTP is 329393. Do not share,ham,service_updates,0,0.95,1.0,English,0.29
Free ho toh call karna,ham,personal,0,0.92,1.0,Hinglish,0.28
Flash sale! smartphone par 60% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.6,0.71,Hinglish,0.45
"Your number won ₹50,000. Click to claim: http://phish-site.com",spam,prize_scams,1,0.22,0.01,English,0.88
Kal lunch ka mat bhoolna. Time 5:41,ham,personal,0,0.87,1.0,Hinglish,0.2
Special offer: 70% discount,promo,promotional_offers,0,0.6,1.0,Hinglish,0.44
Store se medicine le aana,ham,personal,0,0.89,1.0,Hinglish,0.11
Special offer: headphones at 70% discount,promo,promotional_offers,0,0.57,1.0,English,0.45
Bank error: Extra ₹50000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.2,0.13,English,0.86
"8 minute late, traffic mein",ham,personal,0,0.94,1.0,Hinglish,0.13
Bank error: Extra ₹25000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.2,0.02,English,0.96
You are selected for ₹50000 cash prize. Call +91-8302711890,spam,prize_scams,0,0.28,1.0,English,0.73
Kal lunch ka mat bhoolna. Time 3:47,ham,personal,0,0.97,1.0,Hinglish,0.06
"Hey, kal meeting ke liye mil rahe? Time batao",ham,personal,0,0.88,1.0,Hinglish,0.01
You are selected for ₹50000 cash prize. Call +91-8846620720,spam,prize_scams,0,0.05,1.0,English,0.92
New watch collection launched! Use code SAVE13,promo,general_promo,0,0.79,1.0,English,0.37
Birthday treat: 40% off for you!,promo,general_promo,0,0.57,1.0,English,0.33
Jaldi! Aapka ICICI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.12,0.18,Hinglish,0.87
Refer a friend & get ₹25000 off,promo,general_promo,0,0.64,1.0,English,0.44
What time is your appointment?,ham,service_updates,0,0.91,1.0,English,0.04
Flash sale! laptop par 60% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.75,0.78,Hinglish,0.35
